id_r,cue,resp_1,resp_2,resp_3,incorrect,gpt-oss:120b
223612,liberal,WORD,vielseitig,Herausforderung,open minded,open minded
223668,Ungeduld,WORD,Erwachsene,Stress,Zeiit,Zeit
223672,Kloster,WORD,Abt,Mönch,Nonnne,Nonne
223684,Ungeduld,WORD,Unruhe,Nervig,Nervösität,Nervosität
223794,Mikrofon,WORD,laut,Gitarre,musuk,Musik
223911,Gerede,WORD,belanglos,Kritik,Gequatsche,Gequatsche
223989,Asien,WORD,Reis,Wasser,Sonnenhut (die dreieckigen),Sonnenhut (die dreieckigen)
224017,Arbeitgeber,WORD,Vertrauen,Lohn,Chef_in,Chef_in
224186,Zauber,WORD,trank,Spruch,Harry potter,Harry Potter
224228,Nerven,WORD,Empfinden,Neurologe,Dahtseil,Drahtseil
224257,Kabel,WORD,Verbindung,Empfang,elektizität,Elektrizität
224301,Finger,WORD,Mittelfinger,Ringfinger,hautfarbend,Hautfarbe
224361,brennen,WORD,heiß Feuerwehr,Feuerwehr,freuer,Feuer
224391,sexy,WORD,Sixpack,rot,Brad Pitt,Brad Pitt
224415,Fuß,WORD,Schuh,Zeh,laufwn,laufen
224476,schlagen,WORD,Sahne,sich mit etwas herumschlagen,Schägerei,Schlägerei
224478,Mitmenschen,WORD,NA,NA,Menschen Nicht Mit-menschen oder Ohne-menschen...,"Menschen, nicht Mitmenschen oder Ohne‑Menschen"
224523,finanzielles,WORD,NA,NA,geldliches,Geld
224649,Tanz,WORD,Walzer,Lebensfreude,Pina Bausch,Pina Bausch
224667,Bezahlung,WORD,Arbeit,soziale Klasse,(Un)fair,unfair
224669,faul,WORD,Obst,Sport,Prokastination,Prokrastination
224992,Genie,WORD,begabt,klug,kleverle,clever
225005,Börse,WORD,NA,NA,Markler,Makler
225067,Streich,WORD,austricksen,NA,Straichholz,Streichholz
225098,Klima,WORD,Krise,Retten,Greta Thurnberg,Greta Thunberg
225225,aufstehen,WORD,müde,Bett,Morgeb,Morgen
225246,Gedenken,WORD,Auschwitz,Reichskristallnacht,Yad Vashem,Yad Vashem
225257,Chancen,WORD,Glück,Probieren,Möglicheiten,Möglichkeiten
225273,Kerze,WORD,Wachs,NA,"Licht,",Licht
225313,Anruf,WORD,Zahlen,NA,Relefon,Telefon
225315,hervorheben,WORD,NA,NA,Text marker,Textmarker
225321,locken,WORD,putputput,Tiere,miezmiezmiez,Miez
225350,Versehen,WORD,Zufällig,Fehler,Zufallal,Zufällig
225359,Fotos,WORD,Glück,Familie,Errinnerungen,Erinnerungen
225363,Versehen,WORD,Entschuldigung,Unfall,Anrempeln,anrempeln
225383,Sonne,WORD,Strand,Spanien,Urkaub,Urlaub
225480,Tempo,WORD,NA,NA,Gescheindigkeit,Geschwindigkeit
225536,hungern,WORD,Afrika,Kinder,durstern,dürsten
225674,Untergang,WORD,3.reich,Azteken,titanik,Titanic
225699,Übersicht,WORD,Inhaltsverzeichnis,NA,Resumen,Resumen
225728,anziehen,WORD,Klamotten,Geld,Gehiemnis,Geheimnis
225732,Berufstätigkeit,WORD,jeden Tag,Hobby,atraktiv,attraktiv
225770,entdecken,WORD,Amerika,NA,Jules Verne,Jules Verne
225777,Bakterien,WORD,Krankheit,Schmutz,igitt,igitt
225782,mies,WORD,Corona,wetter,schlect,schlecht
225790,erlernen,WORD,Zukunft,Beruf,vorwärtskommen,vorwärtskommen
225842,Aufsatz,WORD,Thema,lang,schteiben,schreiben
225845,Idiot,WORD,Kopflosigkeit,dummdreist,gibt's viele,gibt's viele Idioten
225854,Drogen,WORD,NA,NA,Kobsum,Konsum
225952,Bär,WORD,Bärental,NA,Orsanka,Orsanka
225978,Meinungsäußerung,WORD,Mut,Offenheit,Erhlichkeit,Ehrlichkeit
226077,meins,WORD,unser,euer,deins,deins
226098,Gleichgewicht,WORD,Harmonie,Frieden,Dpielplatz,Spielplatz
226121,familiär,WORD,Gewöhnung,Zuhause,Blutverwandschaft,Blutverwandschaft
226210,Ahnung,WORD,NA,NA,KENNTNISS,KENNTNIS
226217,Gerede,WORD,Schmerzhaft,NA,Tratscherei,Tratscherei
226223,Rest,WORD,NA,NA,Überbleibsl,Überbleibsel
226279,Oper,WORD,Carmen,Semper,La Traviata,La Traviata
226287,böse,WORD,Psychopath,Schuld,Hannah Ahrend,Hannah Arendt
226310,Insel,WORD,Buch,Landzunge,Grichenland,Griechenland
226369,Zaun,WORD,NA,NA,einfriedunc,Einfriedung
226409,Brötchen,WORD,Leberwurst,NA,Beckerei,Bäckerei
226421,gruselig,WORD,Nacht,Fehrnsehen,Gespennst,Gespenst
226523,illegal,WORD,Gesetz,NA,gesetzeswidrig,gesetzeswidrig
226765,strebsam,WORD,Virbildlich,Mühsam,Eufrig,eifrig
226853,Ruhm,WORD,NA,NA,Daniel Kehlman,Daniel Kehlmann
226861,stärken,WORD,sprachlich,Mentalität,schächere,stärkere
226884,gemütlich,WORD,warm,Decke,kuschelig,kuschelig
226894,soviel,WORD,allehand,viele,ne Menge,eine Menge
226895,Resultat,WORD,Ziel,NA,Ergebniss,Ergebnis
226929,teilnehmen,WORD,Beteiligung,Anteil,dabeisein,dabei sein
227039,Zelt,WORD,Natur,schlafen,Campng,Camping
227070,Freundschaft,WORD,Treue,Vertrauen,"Freund, Freundin",Freund
227074,Kosmetik,WORD,NA,NA,Make up,Make up
227158,eklig,WORD,Spinne,Exkremente,igitt,igitt
227160,aufgeregt,WORD,Schweiß,Geburtstag,hibbelig,hiebelig
227203,Rennen,WORD,Sport,laufen,wezte,Wettrennen
227280,Hausaufgaben,WORD,arbeiten zu hause,Schule,SOL=selbstorganisiertes lernen,Selbstorganisiertes Lernen
227323,bitter,WORD,Schmerz,Armut,entäuschung,Enttäuschung
227396,Verkehr,WORD,pendeln,Infarkt,zuviel,zu viel
227486,bitten,WORD,NA,NA,Geechenk,gebeten
227520,beruflich,WORD,professionell,Chef,Stresd,Stress
227543,Kerze,WORD,Geburtstag,Gebet,Wwihnachten,Weihnachten
227557,oft,WORD,viel,Adverb,häufif,häufig
227561,angenehm,WORD,warm,durchatmen,kuschelig,kuschelig
227608,meins,WORD,Unser,Wir,Deins,Deins
227620,materiell,WORD,oberflächlich,Kapitalismus,stofflich,stofflich
227665,Wand,WORD,Ende,Mauer,Raumumgrenzung,Raumbegrenzung
227676,Lunge,WORD,Bläschen,Rauchen,Flūgel,Flügel
227762,wahrscheinlich,WORD,Möglicherweise,ziemlich sicher,probably,probably
227765,Vorfreude,WORD,Aufgeregt,Erwarten,Yippieh,Yippie
227771,üben,WORD,Macht den Meister,Lernen,Practice,Practice
227793,Dom,WORD,Christum,Kirchensteuer,Kathedral,Kathedrale
228078,Bakterien,WORD,NA,NA,vireb,Viren
228125,Magier,WORD,Sterne,Umhang,Zaubeerstab,Zauberstab
228219,Tonne,WORD,leeren,Deckel,rausstellen,rausstellen
228309,pflegen,WORD,Garten,Kind,Coltaire,Cultivar
228319,gerne,WORD,singen,baden,Wuschels,wuscheln
228385,geschafft,WORD,gelungen,fertig,ouf,erledigt
228428,Wünsche,WORD,Geschenke,Lebenstraum,Weinachten,Weihnachten
228433,Erlebnis,WORD,Event,Konzert,Erlebniswelt,Erlebniswelt
228540,Diktatur,WORD,Leid,Gewalt,Erdrückung,Erdrückung
228582,ungewöhnlich,WORD,vielfälltig,anders,viem,viel
228629,Klischee,WORD,vorgefertigte Meinung,NA,gäbngis Bild,gängiges Bild
228694,dreckig,WORD,Teppich,Autositz,Matschgewand,Matschgewand
228727,normal,WORD,langweilig,unauffällig,unnormal,unnormal
228779,hässlich,WORD,Blickwinkel,Unschön,Entlein,Entlein
228784,Impuls,WORD,Physikunterricht,Elektrizität,Vorwärtsdrang,Vorwärtsdrang
228790,lustig,WORD,NA,NA,Jerome Bonaparte (König Lustik),Jerome Bonaparte (König Lustig)
228831,Romantik,WORD,Gemeinsamkeit,Zärtlichkeit,Zweisamkeit,Zweisamkeit
228881,Männer,WORD,Nervig,Liebenswert,Machtgeil,Machtgeil
228901,Schwert,WORD,Kampf,Tuch,Krueg,Krieg
228965,weiterhin,WORD,geradeaus,Erfolg,nechst,nächst
228972,Wunder,WORD,Krankheit,Freude,uberraschung,Überraschung
229047,egal,WORD,Schlager,Spaß,Michael Wendler,Michael Wendler
229109,Aufstieg,WORD,Berg,NA,Neruf,Aufruf
229120,Ehre,WORD,Auszeichnung,NA,"Kohl,Helmut",Helmut Kohl
229170,Besen,WORD,Bibi Blocksberg,kehren,"Besen, seid's gewesen","Besen, seid's gewesen"
229222,Kämpfen,WORD,Wille,Durchsetzung,Antrengung,Anstrengung
229224,schick,WORD,Schmuck,Mode,Abenbekleidung,Abendbekleidung
229288,Defizit,WORD,Kinder,Entwicklung,Beeiträchtigung,Beeinträchtigung
229304,Poesie,WORD,anregend,nachdenklich,scgön,schön
229306,Drama,WORD,gemein,Streit,Teatr,Theater
229534,meins,WORD,egoistisch,NA,deins,WORD
229546,wünschen,WORD,Geburtstag,Glückwunsch,Weihanchte,Weihnachten
229561,Englisch,WORD,Weltsprache,Volkshochschule,Lonson,Lesson
229711,hässlich,WORD,NA,NA,negqtiv,negativ
229721,Wiese,WORD,Wald,gRASS OF home,GrÛN,grün
229729,Streich,WORD,Sanft,Trait,Pencil,Pencil
229730,Tempo,WORD,Zeit,Dauer,Rymth,Rhythm
229796,gründen,WORD,Unternehmen,Fundament,Start up,Startup
229858,Gewerkschaft,WORD,Arbeiter,Lobbyisten,Interessensvertreung,Interessensvertretung
230105,stinken,WORD,NA,NA,igitt,igitt
230175,sensibel,WORD,einfühlsam,empathisch,emofindlich,empfindlich
230282,jeder,WORD,alle,ausnahmslos,me schen,Mensch
230332,Ekel,WORD,Widerwillen,Pfui,Igitt,Igitt
230372,Ungeduld,WORD,zappeln,negativ,hibbelig,hibbelig
230415,Verbrechen,WORD,Gefängnis,unfair,Ûberfall,Überfall
230436,Flüchtling,WORD,Basisbildung,NA,Geflüchtete/r,Geflüchtete/r
230454,Mozart,WORD,Klavier,NA,smadeus,Amadeus
230458,Kloster,WORD,Nonne,Kirche,Möch,Mönch
230462,neun,WORD,Katzen,drei,Suduko,Sudoku
230492,normal,WORD,NA,NA,unnormal,unnormal
230771,Gemälde,WORD,Museum,Alt,Leonardo da Vinci,Leonardo da Vinci
230821,Verrat,WORD,böse,NA,gemien,gemein
230896,Nachrichten,WORD,Radio,Internet,Fernsehr,Fernsehen
230928,Bronze,WORD,Sport,NA,Medallie,Medaille
231114,Elite,WORD,NA,NA,Privatuni,Privatuniversität
231139,Personen,WORD,Menschen,Leute,vieke,viele
231204,Seelenfrieden,WORD,NA,NA,biden Sieg,Biden Sieg
231209,geistig,WORD,mental,NA,ental,mental
231310,wohlfühlen,WORD,Wohlbefinden,schnurren,gutgehen,gut gehen
231315,Anleitung,WORD,lesen,verstehen,Erklärunh,Erklärung
231341,meins,WORD,NA,NA,deins,deins
231344,draußen,WORD,drinnen,Sonnenschein,outdoors,outdoors
231347,Frühstück,WORD,Brötchen,Obst,Pancakes,Pancakes
231415,Manager,WORD,NA,NA,führende positin,führende Position
231426,Waffe,WORD,krieg,tot,gefwhr,Gewehr
231449,bestätigen,WORD,super,NA,confirmation,confirmation
231484,prüfen,WORD,vorsichtig,genau,checken,checken
231524,Arbeitsstelle,WORD,NA,NA,Arbei,Arbeit
231583,Meinungsäußerung,WORD,Augenblick,Variabel,Momentsufnahme,Momentaufnahme
231629,Pirat,WORD,Segelschiff,Augenklappe,Jonny Depp,Johnny Depp
231666,Grammatik,WORD,Wörterbuch,Latein,Juhuu,Juhu
231687,klettern,WORD,berge,hoch,beege,Berge
231743,Mord,WORD,Krimi,böse,Miss Marple,Miss Marple
231830,Hochzeit,WORD,Fest,Bindung,Weddingplanner,Weddingplanner
231880,Ehepartner,WORD,Mann,NA,Nozar,Nozar
231889,Durchschnitt,WORD,Statistik,NA,avarage,average
231967,Plagiat,WORD,Doktorarbeit,Täuschung,Frau Giffrey,Frau Giffrey
231987,sexy,WORD,Aussehen,Ausstrahlung,Hexy,Sexy
232069,weich,WORD,warm,NA,kuschelig,kuschelig
232103,egal,WORD,gleich,NA,wurscht,wurscht
232158,Knochen,WORD,osteoperosis,Hind,Rinderbrühe,Rinderbrühe
232192,Werkstatt,WORD,Reparatur,Auto,arbeid,Arbeit
232215,Verdienst,WORD,Gehalt,Ehrung,etwaserreicht haben,etwas erreicht haben
232224,Geschenk,WORD,enttäuscht,sich Gedanken machen darüber,Glüklich,glücklich
232316,Gemüse,WORD,grün,vegetarisch,bäh,bäh
232345,Hausarbeit,WORD,Ordnung,NA,saubermachen,saubermachen
232357,versorgen,WORD,Großeltern,Haustier,Babies,Babies
232407,Scheidung,WORD,Namensänderung,Stress für Kinder,Exmann,Ex-Mann
232575,Schlag,WORD,Krankenhaus,holz,amfall,Aufschlag
232593,staunen,WORD,offener Mund,Augen,Baukötzer,Bauklötzer
232642,Schmuck,WORD,Teuer,Geschäft,Juwe,Juwel
232821,angehören,WORD,dazu gehören,Teil einee Gruppe,Verwand sein,Verwandt sein
232830,Ansporn,WORD,Ziel,Belohnung,Ergeiz,Ehrgeiz
232894,Zigaretten,WORD,Gestank,Vergangenheit,Wualm,Qualm
233035,rosa,WORD,Plüschtier,Mädchen,Kanninchen,Kaninchen
233060,CDU,WORD,Bundeskanzlerin Merkel,Konservative Werte,christdemokratische Partei,Christdemokratische Partei
233100,stimmt,WORD,richtig,ja,rechtgeben,recht geben
233125,Bahn,WORD,Vorgezeichneter Weg,NA,Fortbewegungsmittel,Fortbewegungsmittel
233134,Kuchen,WORD,Kaffeeklatsch,NA,Selbstgebacken,Selbstgebacken
233163,Mathematik,WORD,NA,NA,grauslig,grauslig
233271,gleich,WORD,Resultat,ohne Unterschied,ebenbuerdig,ebenbürtig
233286,blasen,WORD,Trompete,Verbrennung,Blow Job,Blow Job
233352,zwecklos,WORD,Widerstand,NA,Disskussion,Diskussion
233377,weggehen,WORD,Auswandern,NA,qReisen,Reisen
233430,Schatz,WORD,Truhe,Schloss,My Precious,My Precious
233442,soviel,WORD,mehr,gerecht,sowenig,so wenig
233495,Laden,WORD,einkaufen,Fenster,Geachaeft,Geschäft
233497,Abitur,WORD,Studium,Prüfung,Gynasium,Gymnasium
233530,bestätigen,WORD,NA,NA,confirm,confirm
233611,Lotto,WORD,NA,NA,Gkücksspiel,Glücksspiel
233618,merken,WORD,Vergessen,Lernen,Erinneen,Erinnern
233635,Zigarre,WORD,Alte dicke Männer,teuer,Stinkig,Stinkig
233747,eins,WORD,NA,NA,zshl,Zahl
233749,Laub,WORD,fegen,NA,hetbst,hebst
233764,Spontan,WORD,kindlich,Bsuchgefühl,uneingeübt,ungeübt
233870,Diktatur,WORD,nehativ,Unterdrückung,Ein Bestimmer,Ein Bestimmer
233954,glatt,WORD,NA,NA,ebenmässig,ebenmäßig
234072,abgesichert,WORD,befestigt,NA,Angeknotet,anknotet
234095,Schuld,WORD,Geld,NA,Süne,Sünde
234282,Burg,WORD,spazieren,NA,Burg Elz,Burg Elz
234289,Gehalt,WORD,NA,NA,zu wenig lol,zu wenig
234375,Diagnose,WORD,sie haben noch 3 Monate,sagen Sie ihren Urlaub ab,BSDK,Befund
234380,Sprung,WORD,NA,NA,Skispringen Obersdorf,Skispringen Oberstdorf
234401,doof,WORD,NA,NA,inappropriate worf,inappropriate word
234407,sensibel,WORD,NA,NA,Sensibelchen,sensibel
234409,Effekt,WORD,NA,NA,cause and effect,cause and effect
234444,meins,WORD,NA,NA,deins,deins
234497,Überschrift,WORD,Karton,Paket,Aufsatz :),Aufsatz :)
234548,Helm,WORD,Fahrrad,Motorrad,Visir,Visier
234598,zu Hause,WORD,meine Familie,zwei Herzen wohnen in meiner Brust,home is where your heart is,home is where your heart is
234614,Feiertag,WORD,Freunde,Genuss,unterrichtsfrei,unterrichtsfrei
234639,Wechsel,WORD,Politik,Wechseljahre,gefuhle,Gefühle
234678,Museum,WORD,Ausflug,Urlaub,Interessanr,Interessant
234686,Schimmel,WORD,NA,NA,Geaundheit,Gesundheit
234688,Strich,WORD,NA,NA,hypen,Hyphen
234691,Deckel,WORD,Marmelade,schließen,kapput,kaputt
234702,Umweltverschmutzung,WORD,Müll,Plastk,Recup,Recup
234847,Jazz,WORD,NA,NA,amerike,Amerika
234853,Geburtstag,WORD,älter werden,Geschenke,feierern,feiern
234871,Erfinder,WORD,Idee,klug,Erfinder*in,Erfinder*in
234884,studieren,WORD,lernen,Professor*in,Psychlogie,Psychologie
234945,teilnehmen,WORD,Skeptisch,Freude,Dabeisein,Dabeisein
234987,Armut,WORD,Afrika,Kinder,Indinien,Indien
235016,Gerät,WORD,kaputt,elektrisch,Kuechengeraete,Küchengeräte
235074,erledigen,WORD,Aufgabe,NA,To do,To do
235095,Haushalt,WORD,Hausfrau,Hausmann,saubermachen,saubermachen
235263,strebsam,WORD,Schule,NA,fleisig,fleißig
235268,Arroganz,WORD,schlecht,NA,Eigenschafft,Eigenschaft
235365,Unruhe,WORD,Rastlosigkeit,Stress,Nervösität,Nervosität
235372,Hass,WORD,Extremismus,dagegen,rassissmus,Rassismus
235373,Versteck,WORD,suche,geheim,trühe,Truhe
235400,Bad,WORD,Handtuch,Haare,Qanne,Wanne
235456,Bunt,WORD,orange,grün,Farbklekse,Farbkleckse
235478,Krone,WORD,Mantel,Gold,Könug,König
235498,Rest,WORD,wenig,NA,üntig,wichtig
235590,Versicherung,WORD,NA,NA,Abzocke,Abzocke
235605,belegen,WORD,festlegen,NA,bestetzen,besetzen
235628,Ablehnung,WORD,Vorurteil,Konflikt,Negagtiv,Negativ
235629,Hexe,WORD,Warze,Wunsch,Bibi Blocksberg,Bibi Blocksberg
235705,verteilen,WORD,NA,NA,Aufteilem,Aufteilen
235707,Plastik,WORD,NA,NA,Umweltunfreundlich,Umweltunfreundlich
235732,angehören,WORD,NA,NA,Dabeisein,Dabeisein
235748,Berg,WORD,Rucksack,Freude,Wanern,Wandern
235758,immer,WORD,Pflicht,druck,immerwieder,immer wieder
235763,Protest,WORD,widerstand,NA,demostration,Demonstration
235834,Wissenschaftler,WORD,intelligent,NA,Wissneschaft,Wissenschaft
235917,Ekel,WORD,unschön,widerlich,iihhh,Ihh
235961,trennen,WORD,NA,NA,Trenunng von Freund:in,Trennung von Freund:in
235962,Ozean,WORD,schön,NA,"Meer, nur größer","Meer, nur größer"
236107,Plakat,WORD,Wand,Werbung,Demontration,Demonstration
236150,Magier,WORD,Gespenster,Magie,Ungehaeuer,Ungeheuer
236152,Hass,WORD,Gefühl,Abstoßung,Geluehl,Gefühl
236168,Atmung,WORD,Lunge,Sauerstoffe,Leb3n,Leben
236176,Wärme,WORD,Feuer,Gemütlich,Kuschelig,Kuschelig
236208,Hoheit,WORD,königliche,Queen Elizabeth,sgebiet,Hoheitsgebiet
236223,geordnet,WORD,Sauber,Reguliert,Unchaotisch,unchaotisch
236257,Stau,WORD,ich habe gar kein Auto,NA,selber schluld,selber Schuld
236286,Ring,WORD,Zirkel,rund,golg,Gold
236317,Karotte,WORD,Orange,gesund,Genüse,Gemüse
236361,Hobbys,WORD,Freizeit,NA,"Spass, Freizeit, Lernen",Spaß
236402,Theater,WORD,Robe,Stimmung,aufbrezeln,Maske
236437,Sitte,WORD,Streng,Brauch,Strdng,Streng
236443,orange,WORD,Apfelsine,Leuchtend,Far e,Farbe
236454,Impuls,WORD,Temperament,Instinkt,Sponanität,Spontanität
236460,Bundeswehr,WORD,Rückwärtsgewandtheit,Gesinnungsproblem,Munitionsverschwinden,Munitionsverschwinden
236480,Magen,WORD,Bauch,Körper,magen-darm,Magen-Darm
236498,Hausarbeit,WORD,Reparatur,Waschen,Saubermachen,Saubermachen
236507,klettern,WORD,Felsen,NA,kraxeln,krabbeln
236515,Gerede,WORD,Gerüchteküche,NA,Schwätzerei,Schwätzerei
236521,Rad,WORD,Werkzeug,NA,Fortbewegungsmittel,Fortbewegungsmittel
236539,Klugheit,WORD,der Kluge,Dummheit,Die kluge Else,Die kluge Else
236571,beraten,WORD,NA,NA,vertan,Beratung
236591,Gefühle,WORD,intensiv,Leben,Manigfach,manichfach
236595,Optimierung,WORD,NA,NA,vertan,vertan
236598,Sichtweise,WORD,NA,NA,vertan,Ansicht
236607,belegen,WORD,NA,NA,vertane Chance,verpasste Chance
236642,Versammlung,WORD,Demonstration,NA,Zeugen Jehovas,Zeugen Jehovas
236672,Symbol,WORD,Identität,Farben,negatif/positif,negativ/positiv
236675,Tennis,WORD,nicht mein Sport,die lächerlichen Röckchen der Tennisfrauen,Boris Becker. Steffi Graff,Boris Becker. Steffi Graf
236731,Akzeptanz,WORD,AFD,Ausland,Tolleranz,Toleranz
236830,Umweg,WORD,NA,NA,stauumfahrung,Stauumfahrung
236885,meins,WORD,NA,NA,deins,deins
237038,Schloss,WORD,NA,NA,Schlüssrl,Schlüssel
237070,nett,WORD,positiv,lächeln,Charakteezug,Charakterzug
237123,beliebt,WORD,Freunde,Bekannt,Nezz,Nett
237130,Weisheit,WORD,Fee,Nachsicht,Kulug,Klug
237164,Küche,WORD,Kochen,Einkauf,Sbwasch,Spülwaschmittel
237181,Verrat,WORD,strafe,Absicht,beteug,Betrug
237252,Dekoration,WORD,Design,Interior,interios,Interior
237281,anrufen,WORD,Klingeln,NA,Telegon,Telefon
237289,einsam,WORD,Ferne,NA,Zweisam,Zweisam
237296,Maximum,WORD,Anstrengung,NA,Zuviel,zu viel
237326,ruhig,WORD,zigarezzen,schwimmen,entspant,entspannt
237329,Sitzung,WORD,reden,zuhören,konsepte,Konzepte
237401,Sumpf,WORD,Biotop,NA,Shrek (Film),Shrek (Film)
237513,Personen,WORD,freundlich,frech,"nett, freundlich, frech",nett
237586,ungesund,WORD,krank,Krankheit,Fast Food,Fast Food
237648,angemessen,WORD,NA,NA,Coronamassnahmen,Corona-Maßnahmen
237816,zart,WORD,fein,nicht belastungsfähig,Mädchen :(,Mädchen
237825,Spontan,WORD,NA,NA,gibts nicht,gibt's nicht
237857,Pelz,WORD,verboten,wärme,kuschelig,kuschelig
237992,mies,WORD,krank,NA,"schlecht,“",schlecht
238114,Thron,WORD,NA,NA,Game of Thrones,Game of Thrones
238116,Tagung,WORD,Kaffee,Unbequem,Keksmischung,Keksmischung
238117,Ansporn,WORD,NA,NA,Empowering,Empowering
238124,Hilfsbereitschaft,WORD,Kirche,Freundschaft,Ladies Circle,Ladies Circle
238148,gemütlich,WORD,warm,angenehm,kuschelig,kuschelig
238200,nicken,WORD,NA,NA,jasagen,ja sagen
238215,schützen,WORD,behüten,NA,beeahren,bewahren
238216,Helm,WORD,motorad,NA,fahrraf,Fahrrad
238225,Vogel,WORD,Nest,NA,schealbe,Schwalbe
238249,gern,WORD,zufrieden,simpatie,euforie,Euphorie
238293,vorkommen,WORD,NA,NA,bwkannt,bekannt
238297,Atmung,WORD,Luft,Lunge,altiv,Vital
238334,genug,WORD,NA,NA,es reichz,es reicht
238362,oben,WORD,frei,weit,Fortschitt,Fortschritt
238417,Los,WORD,weite Welt,Begrenzung,englische Sprache9,englische Sprache
238425,Schulden,WORD,Kredit,machen,Lossein,Lösen
238499,Rhein,WORD,Burgen,Vater Rhein - poetisch,St.Goar,St. Goar
238566,Urwald,WORD,Equador,NA,Laselva,La Selva
238742,Rede,WORD,virtrag,NA,vernünft,vernünftig
238745,Kämpfen,WORD,streit,NA,ause8nandersetzunh,Auseinandersetzung
238766,Po,WORD,Italien,Backen,knackig,knackig
238847,Kräuter,WORD,Tee,NA,Alpwiesen,Alpwiesen
238874,Belastung,WORD,Geld,zuviel,soege,Sorge
238876,Katastrophe,WORD,Drama,Krankheit,Tchernobyl,Tschernobyl
238885,Gleichgewicht,WORD,Scheinde,Schwindelug,Scheindelig,Schwindelig
238896,Schuhe,WORD,Stiefel,Absätze,High Heels,High Heels
238897,Sitte,WORD,NA,NA,Arangement,Arrangement
238947,Dirigent,WORD,Graben,Musik,Orchestet,Orchester
238964,Facebook,WORD,Fake News,Manipulation,Netzwork,Netzwerk
239000,Bonbon,WORD,Maoam,Frankreich,Bomsstein,Bombenstein
239069,Krimi,WORD,Poirot,Spannung,Agatha christie,Agatha Christie
239098,Tunnel,WORD,Eisenbahn,Berg,Unterführunh,Unterführung
239149,Ehepartner,WORD,Versprechen,Ausgleich,Freund*in,Partner*in
239160,Scheidung,WORD,mühsahm,ärger,exmann,Exmann
239198,Streifen,WORD,Adidas,NA,tshirt,T-Shirt
239211,Gestank,WORD,Klärgrube,ekelhaft,Toillette,Toilette
239235,Ohr,WORD,NA,NA,Läppchen,Ohrläppchen
239249,Reparatur,WORD,Wiederherstellung,Werkstatt,Instandserzung,Instandsetzung
239252,weiß,WORD,Milch,Unschuld,Schner,Schnee
239280,geheim,WORD,Geheimdienst,Geheimnis,psst,psst
239298,rosa,WORD,Farbe,unangenehm,igitt,igitt
239301,Mobbing,WORD,Hass,Feindschaft,Űbel,Übel
239309,Farben,WORD,blau,rot,grűn,grün
239330,violett,WORD,schön,sprituell,dunkellila,dunkellila
239337,stärken,WORD,trinken,Vitamine,eseen,essen
239632,nur,WORD,wenig,klein,geringschätzen,geringschätzen
239729,Fabrik,WORD,GROSSES Haus,grau,madchine,Maschine
239735,Karl,WORD,Lauterbach,der GROSSE,etich,echt
239738,blöd,WORD,unangenehm,dumm,diof,doof
239740,Würfel,WORD,spiel,gewinnen,aleae iactae sunt,Alea iacta est
239759,Kosmetik,WORD,verschönern,verbergen,Hautpflegeflege,Hautpflege
239817,Gewinner,WORD,NA,NA,"Sieger, Pokal",Sieger
239828,Kasse,WORD,Geld,Supermarkt,pling,Kassierer
239864,Armut,WORD,kein Geld,Bettler,bettlet,Bettler
239872,CDU,WORD,Deutschland,Merkel,christlich demokrstische Partei,Christlich Demokratische Partei
239915,Diener,WORD,servieren,Adel,Gaderobe,Garderobe
239917,Ursprung,WORD,Ausgang,Anfang,Herkrunft,Herkunft
239962,Schmutz,WORD,putzen,eklig,bäh,bäh
240006,gesichert,WORD,Kameras,Security,eingezäunt,eingezäunt
240067,Teufel,WORD,einmischen,verleiten,übelwollend,übelwollend
240117,hervorheben,WORD,NA,NA,highlighten,hervorheben
240175,Erleichterung,WORD,NA,NA,Aufatmung,Aufatmung
240193,Optimist,WORD,positiv,nicht aufgeben,halbvolles Glas,halbvolles Glas
240197,Haushalt,WORD,Finanzverwaltung,Besitz,"alltagsbewa,lti",Alltagsbewältigung
240205,untereinander,WORD,gemischt,Lage,oben/unten,oben
240320,Miete,WORD,teuer,Wohnungssuche,Vertag,Vertrag
240379,Selbstverwirklichung,WORD,eigenständig,zufrieden sein,"tun, was man gerne macht","tun, was man gerne macht"
240387,Gedächtnis,WORD,Wiederholung en,sich etwas merken müssen,schleches Gedächtnis,schlechtes Gedächtnis
240436,Tastatur,WORD,klebrig,Fünffingersystem,klackern,klackern
240493,Männer,WORD,halbe Menschheit,Fußball,Dominanzgehabe,Dominanzverhalten
240584,stilvoll,WORD,schick,nobel,niveauvoll,niveauvoll
240648,einzigartig,WORD,selten,bedeutsam,herausragends,herausragend
240650,Schwamm,WORD,Plastik,abspülen,coralreef,coralreef
240660,blind,WORD,Wahrnehmung,traurig,sinnesverlust,Sinnesverlust
